Name,Image,Size,Weigh
Charpenti,Charpenti-NB.png,0.6,12.5
Chartor,Chartor-RS.png,0.5,80.4
Chelours,Chelours-SL.png,2.1,135.0
Chenipan,Chenipan-RFVF.png,0.3,2.9
Chinchidou,Chinchidou-NB.png,0.4,5.8
Chovsourir,Chovsourir-NB.png,0.4,2.1
Chrysacier,Chrysacier-RFVF.png,0.7,9.9
Chrysapile,Chrysapile-SL.png,0.5,10.5
Chétiflor,Chétiflor-RFVF.png,0.7,4.0
Clic,Clic-NB.png,0.6,51.0
Cliticlic,Cliticlic-NB.png,0.6,81.0
Coatox,Coatox-DP.png,1.3,44.4
Cochignon,Cochignon-HGSS.png,1.1,55.8
Coconfort,Coconfort-RFVF.png,0.6,10.0
Cocotine,Cocotine-XY.png,0.8,15.5
Colhomard,Colhomard-RS.png,1.1,32.8
Colimucus,Colimucus-XY.png,0.8,17.5
Colombeau,Colombeau-NB.png,0.6,15.0
Colossinge,Colossinge-RFVF.png,1.0,32.0
Coléodôme,Coléodôme-EB.png,0.4,19.5
Concombaffe,Concombaffe-SL.png,0.3,1.2
Corayon,Corayon-HGSS.png,0.6,5.0
Corayôme,Corayôme-EB.png,1.0,0.4
Corvaillus,Corvaillus-EB.png,2.2,75.0
Coupenotte,Coupenotte-NB.png,0.6,18.0
Crabaraque,Crabaraque-NB.png,1.4,200.0
Crabicoque,Crabicoque-NB.png,0.3,14.5
Cradopaud,Cradopaud-DP.png,0.7,23.0
Crapustule,Crapustule-NB.png,1.5,62.0
Croquine,Croquine-SL.png,0.3,3.2
Crustabri,Crustabri-RFVF.png,1.5,132.5
Cryptéro,Cryptéro-NB.png,1.4,14.0
Crèmy,Crèmy-EB.png,0.2,0.3
Cupcanaille,Cupcanaille-XY.png,0.8,5.0
Dardargnan,Dardargnan-RFVF.png,1.0,29.5
Darumacho,Darumacho-NB.png,1.3,92.9
Darumacho_Transe,Darumacho_Transe.png,1.3,92.9
Darumacho_de_Galar,Darumacho_de_Galar-EB.png,1.7,120.0
Darumacho_de_Galar_Transe,Darumacho_de_Galar_Transe.png,1.7,120.0
Darumarond,Darumarond-NB.png,0.6,37.5
Darumarond_de_Galar,Darumarond_de_Galar-EB.png,0.7,40.0
Debugant,Debugant-HGSS.png,0.7,21.0
Desséliande,Desséliande-XY.png,1.5,71.0
Diamat,Diamat-NB.png,1.4,50.0
Dimoclès,Dimoclès-XY.png,0.8,4.5
Dimoret,Dimoret-DP.png,1.1,34.0
Dispareptil,Dispareptil-EB.png,1.4,11.0
Dodrio,Dodrio-RFVF.png,1.8,85.2
Doduo,Doduo-RFVF.png,1.4,39.2
Dolman,Dolman-EB.png,2.5,520.0
Doudouvet,Doudouvet-NB.png,0.3,0.6
Dracaufeu,Dracaufeu-RFVF.png,1.7,90.5
Draco,Draco-RFVF.png,4.0,16.5
Dracolosse,Dracolosse-RFVF.png,2.2,210.0
Drascore,Drascore-DP.png,1.3,61.5
Dratatin,Dratatin-EB.png,0.4,13.0
Draïeul,Draïeul-SL.png,3.0,185.0
Dunaconda,Dunaconda-EB.png,3.8,65.5
Dunaja,Dunaja-EB.png,2.2,7.6
Duralugon,Duralugon-EB.png,1.8,40.0
Dynavolt,Dynavolt-RS.png,0.6,15.2
Déflaisan,Déflaisan_(Mâle)-NB.png,1.2,29.0
Démanta,Démanta-HGSS.png,2.1,220.0
Ectoplasma,Ectoplasma-RFVF.png,1.5,40.5
Embrochet,Embrochet-EB.png,0.5,1.0
Embrylex,Embrylex-HGSS.png,0.6,72.0
Empiflor,Empiflor-RFVF.png,1.7,15.5
Escargaume,Escargaume-NB.png,0.4,7.7
Exagide,Exagide_(Forme_Parade)-XY.png,1.7,53.0
Excavarenne,Excavarenne-XY.png,1.0,42.4
Excelangue,Excelangue-RFVF.png,1.2,65.5
Fantominus,Fantominus-RFVF.png,1.3,0.1
Fantyrm,Fantyrm-EB.png,0.5,2.0
Farfaduvet,Farfaduvet-NB.png,0.7,6.6
Farfuret,Farfuret-RFVF.png,0.9,28.0
Fermite,Fermite-NB.png,0.3,33.0
Feunard,Feunard-RFVF.png,1.1,19.9
Flagadoss,Flagadoss-RFVF.png,1.6,78.5
Flambino,Flambino-EB.png,0.3,4.5
Florizarre,Florizarre-RFVF.png,2.0,100.0
Fluvetin,Fluvetin-XY.png,0.2,0.5
Fourbelin,Fourbelin-EB.png,0.8,12.5
Frissonille,Frissonille-EB.png,0.3,3.8
Froussardine,Froussardine_(Forme_Solitaire)-SL.png,-1.0,-1.0
Fulgudog,Fulgudog-EB.png,1.0,34.0
Funécire,Funécire-NB.png,0.3,3.1
Furaiglon,Furaiglon-NB.png,0.5,10.5
Férosinge,Férosinge-RFVF.png,0.5,28.0
Gallame,Gallame-DP.png,1.6,52.0
Galopa,Galopa-RFVF.png,1.7,95.0
Galopa_de_Galar,Galopa_de_Galar-EB.png,1.7,80.0
Galvagla,Galvagla-EB.png,2.3,150.0
Galvagon,Galvagon-EB.png,1.8,190.0
Galvaran,Galvaran-XY.png,0.5,6.0
Gardevoir,Gardevoir-RS.png,1.6,48.4
Gigalithe,Gigalithe-NB.png,1.7,260.0
Givrali,Givrali-DP.png,0.8,25.9
Goinfrex,Goinfrex-DP.png,0.6,105.0
Golemastoc,Golemastoc-NB.png,2.8,330.0
Golgopathe,Golgopathe-XY.png,1.3,96.0
Gorythmic,Gorythmic-EB.png,2.1,90.0
Goupilou,Goupilou-EB.png,0.6,8.9
Goupix,Goupix-RFVF.png,0.6,9.9
Gouroutan,Gouroutan-SL.png,1.5,76.0
Goélise,Goélise-RS.png,0.6,9.5
Grainipiot,Grainipiot-RS.png,0.5,4.0
Gravalanch,Gravalanch-RFVF.png,1.0,105.0
Grelaçon,Grelaçon-XY.png,1.0,99.5
Grillepattes,Grillepattes-EB.png,0.7,1.0
Grimalin,Grimalin-EB.png,0.4,5.5
Grindur,Grindur-NB.png,0.6,18.8
Gringolem,Gringolem-NB.png,1.0,92.0
Grodoudou,Grodoudou-RFVF.png,1.0,12.0
Grodrive,Grodrive-DP.png,1.2,15.0
Grolem,Grolem-RFVF.png,1.4,300.0
Grotadmorv,Grotadmorv-RFVF.png,1.2,30.0
Gueriaigle,Gueriaigle-NB.png,1.5,41.0
Géolithe,Géolithe-NB.png,0.9,102.0
Hastacuda,Hastacuda-EB.png,1.3,30.0
Herbizarre,Herbizarre-RFVF.png,1.0,13.0
Hexadron,Hexadron-EB.png,3.0,62.0
Hippodocus,Hippodocus-DP.png,2.0,300.0
Hippopotas,Hippopotas-DP.png,0.8,49.5
Hoothoot,Hoothoot-RFVF.png,0.7,21.2
Hydragla,Hydragla-EB.png,2.0,175.0
Hydragon,Hydragon-EB.png,2.3,215.0
Hypnomade,Hypnomade-RFVF.png,1.6,75.6
Hypocéan,Hypocéan-RFVF.png,1.2,25.0
Hypotrempe,Hypotrempe-RFVF.png,0.4,8.0
Iguolta,Iguolta-XY.png,1.0,21.0
Incisache,Incisache-NB.png,1.0,36.0
Insécateur,Insécateur-RFVF.png,1.5,56.0
Ixon,Ixon-EB.png,1.6,46.0
Joliflor,Joliflor-RFVF.png,0.4,5.8
Judokrak,Judokrak-NB.png,1.3,55.5
Kabuto,Kabuto-RFVF.png,0.5,11.5
Kabutops,Kabutops-RFVF.png,1.3,40.5
Kadabra,Kadabra-RFVF.png,1.3,56.5
Kangourex,Kangourex-RFVF.png,2.2,80.0
Kaorine,Kaorine-RS.png,1.5,108.0
Kapoera,Kapoera-HGSS.png,1.4,48.0
Karaclée,Karaclée-NB.png,1.4,51.0
Khélocrok,Khélocrok-EB.png,0.3,8.5
Kicklee,Kicklee-RFVF.png,1.5,49.8
Kirlia,Kirlia-RS.png,0.8,20.2
Kokiyas,Kokiyas-RFVF.png,0.3,4.0
Krabboss,Krabboss-RFVF.png,1.3,60.0
Krabby,Krabby-RFVF.png,0.4,6.5
Kraknoix,Kraknoix-RS.png,0.7,15.0
Krakos,Krakos-EB.png,1.6,39.0
Lamantine,Lamantine-RFVF.png,1.7,120.0
Lampignon,Lampignon-SL.png,1.0,11.5
Lanssorien,Lanssorien-EB.png,3.0,50.0
Lanturn,Lanturn-HGSS.png,1.2,22.5
Lançargot,Lançargot-NB.png,1.0,33.0
Lapyro,Lapyro-EB.png,0.6,9.0
Larméléon,Larméléon-EB.png,0.3,4.0
Larvadar,Larvadar-EB.png,0.4,8.0
Larvibule,Larvibule-SL.png,0.4,4.4
Leveinard,Leveinard-RFVF.png,1.1,34.6
Lewsor,Lewsor-NB.png,0.5,9.0
Libégon,Libégon-RS.png,2.0,82.0
Limaspeed,Limaspeed-NB.png,0.8,23.5
Limonde,Limonde-NB.png,0.7,11.0
Limonde_de_Galar,Limonde_de_Galar-EB.png,0.7,20.5
Linéon,Linéon-RS.png,0.5,32.5
Lippoutou,Lippoutou-RFVF.png,1.4,40.6
Lokhlass,Lokhlass-RFVF.png,2.5,220.0
Lombre,Lombre-RS.png,1.2,32.5
Loupio,Loupio-HGSS.png,0.5,12.0
Lucanon,Lucanon-SL.png,1.5,45.0
Lucario,Lucario-DP.png,1.2,54.0
Ludicolo,Ludicolo-RS.png,1.5,55.0
Lugulabre,Lugulabre-NB.png,1.0,34.3
Léopardus,Léopardus-NB.png,1.1,37.5
Léviator,Léviator-RFVF.png,6.5,235.0
Lézargus,Lézargus-EB.png,1.9,45.2
M._Glaquette,M._Glaquette-EB.png,1.5,58.2
M._Mime,M._Mime-RFVF.png,1.3,54.5
Machoc,Machoc-RFVF.png,0.8,19.5
Machopeur,Machopeur-RFVF.png,1.5,70.5
Mackogneur,Mackogneur-RFVF.png,1.6,130.0
Magicarpe,Magicarpe-RFVF.png,0.9,10.0
Magmar,Magmar-RFVF.png,1.3,44.5
Magnéti,Magnéti-RFVF.png,0.3,6.0
Magnéton,Magnéton-RFVF.png,1.0,60.0
Malamandre,Malamandre-SL.png,1.2,22.2
Mammochon,Mammochon-DP.png,2.5,291.0
Manzaï,Manzaï-DP.png,0.5,15.0
Maracachi,Maracachi-NB.png,1.0,28.0
Maraiste,Maraiste-HGSS.png,1.4,75.0
Marcacrin,Marcacrin-HGSS.png,0.4,6.5
Mentali,Mentali-RFVF.png,0.9,26.5
Mesmérella,Mesmérella-NB.png,0.7,18.0
Mew,Mew-RFVF.png,0.4,4.0
Mewtwo,Mewtwo-RFVF.png,2.0,122.0
Miamiasme,Miamiasme-NB.png,0.6,31.0
Miaouss,Miaouss-RFVF.png,0.4,4.2
Miaouss_de_Galar,Miaouss_de_Galar-EB.png,0.4,7.5
Miasmax,Miasmax-NB.png,1.9,107.3
Milobellus,Milobellus-RS.png,6.2,162.0
Mime_Jr.,Mime_Jr.-DP.png,0.6,13.0
Mimiqui,Mimiqui-SL.png,0.2,0.7
Mimitoss,Mimitoss-RFVF.png,1.0,30.0
Minidraco,Minidraco-RFVF.png,1.8,3.3
Minisange,Minisange-EB.png,0.2,1.8
Minotaupe,Minotaupe-NB.png,0.7,40.4
Mistigrix,Mistigrix_(Mâle)-XY.png,0.6,8.5
Momartik,Momartik-DP.png,1.3,26.6
Monorpale,Monorpale-XY.png,0.8,2.0
Monthracite,Monthracite-EB.png,2.8,310.5
Morpeko,Morpeko_(Mode_Rassasié)-EB.png,0.3,3.0
Motisma,Motisma_(Forme_Normale)-DP.png,0.3,0.3
Motisma_Chaleur,Motisma_Chaleur.png,0.3,0.3
Motisma_Froid,Motisma_Froid.png,0.3,0.3
Motisma_Helice,Motisma_Helice.png,0.3,0.3
Motisma_Lavage,Motisma_Lavage.png,0.3,0.3
Motisma_Tonte,Motisma_Tonte.png,0.3,0.3
Moufflair,Moufflair-DP.png,1.0,38.0
Moufouette,Moufouette-DP.png,0.4,19.2
Moumouflon,Moumouflon-EB.png,1.3,43.0
Moumouton,Moumouton-EB.png,0.6,6.0
Moyade,Moyade_(Femelle)-NB.png,2.2,135.0
Mucuscule,Mucuscule-XY.png,0.3,2.8
Munja,Munja-RS.png,0.8,1.2
Munna,Munna-NB.png,0.6,23.3
Muplodocus,Muplodocus-XY.png,2.0,150.5
Mushana,Mushana-NB.png,1.1,60.5
Mygavolt,Mygavolt-NB.png,0.8,14.3
Mysdibule,Mysdibule-RS.png,0.6,11.5
Mystherbe,Mystherbe-RFVF.png,0.5,5.4
Méios,Méios-NB.png,0.6,8.0
Mélancolux,Mélancolux-NB.png,0.6,13.0
Mélo,Mélo-RFVF.png,0.3,3.0
Mélodelfe,Mélodelfe-RFVF.png,1.3,40.0
Mélofée,Mélofée-RFVF.png,0.6,7.5
Métamorph,Métamorph-RFVF.png,0.3,4.0
Natu,Natu-HGSS.png,0.2,2.0
Neitram,Neitram-NB.png,1.0,34.5
Nidoking,Nidoking-RFVF.png,1.4,62.0
Nidoqueen,Nidoqueen-RFVF.png,1.3,60.0
Nidoran♀,Nidoran♀-RFVF.png,0.4,7.0
Nidoran♂,Nidoran♂-RFVF.png,0.5,9.0
Nidorina,Nidorina-RFVF.png,0.8,20.0
Nidorino,Nidorino-RFVF.png,0.9,19.5
Nigosier,Nigosier-EB.png,0.8,18.0
Ningale,Ningale-RS.png,0.5,5.5
Ninjask,Ninjask-RS.png,0.8,12.0
Noacier,Noacier-NB.png,1.0,110.0
Noadkoko,Noadkoko-RFVF.png,2.0,120.0
Noarfang,Noarfang-HGSS.png,1.6,40.8
Noctali,Noctali-RFVF.png,1.0,27.0
Noctunoir,Noctunoir-DP.png,2.2,106.6
Nodulithe,Nodulithe-NB.png,0.4,18.0
Noeunoeuf,Noeunoeuf-RFVF.png,0.4,2.5
Nosferalto,Nosferalto-RFVF.png,1.6,55.0
Nosferapti,Nosferapti-RFVF.png,0.8,7.5
Nounourson,Nounourson-SL.png,0.5,6.8
Nucléos,Nucléos-NB.png,0.3,1.0
Nymphali,Nymphali-XY.png,1.0,23.5
Nénupiot,Nénupiot-RS.png,0.5,2.6
Octillery,Octillery-HGSS.png,0.9,28.5
Okéoké,Okéoké-RS.png,0.6,14.0
Oniglali,Oniglali-RS.png,1.5,256.5
Onix,Onix-RFVF.png,8.8,210.0
Opermine,Opermine-XY.png,0.5,31.0
Ortide,Ortide-RFVF.png,0.8,8.6
Ossatueur,Ossatueur-RFVF.png,1.0,45.0
Osselait,Osselait-RFVF.png,0.4,6.5
Otaria,Otaria-RFVF.png,1.1,90.0
Ouistempo,Ouistempo-EB.png,0.3,5.0
Ouvrifier,Ouvrifier-NB.png,1.2,40.0
Pachyradjah,Pachyradjah-EB.png,3.0,650.0
Palarticho,Palarticho-EB.png,0.8,117.0
Pandarbare,Pandarbare-XY.png,2.1,136.0
Pandespiègle,Pandespiègle-XY.png,0.6,8.0
Papilusion,Papilusion-RFVF.png,1.1,32.0
Paras,Paras-RFVF.png,0.3,5.4
Parasect,Parasect-RFVF.png,1.0,29.5
Pashmilla,Pashmilla-NB.png,0.5,7.5
Persian,Persian-RFVF.png,1.0,32.0
Phyllali,Phyllali-DP.png,1.0,25.5
Piafabec,Piafabec-RFVF.png,0.3,2.0
Pichu,Pichu-RFVF.png,0.3,2.0
Pifeuil,Pifeuil-RS.png,1.0,28.0
Pikachu,Pikachu-RFVF.png,0.4,6.0
Pitrouille,Pitrouille-XY.png,-1.0,-1.0
Poichigeon,Poichigeon-NB.png,0.3,2.1
Poissirène,Poissirène-RFVF.png,0.6,15.0
Poissoroy,Poissoroy-RFVF.png,1.3,39.0
Polagriffe,Polagriffe-NB.png,2.6,260.0
Polarhume,Polarhume-NB.png,0.5,8.5
Polthégeist,Polthégeist-EB.png,0.2,0.4
Pomdrapi,Pomdrapi-EB.png,0.3,1.0
Ponyta,Ponyta-RFVF.png,1.0,30.0
Ponyta_de_Galar,Ponyta_de_Galar-EB.png,0.8,24.0
Porygon,Porygon-RFVF.png,0.8,36.5
Poulpaf,Poulpaf-EB.png,0.6,4.0
Prédastérie,Prédastérie-SL.png,0.7,14.5
Psykokwak,Psykokwak-RFVF.png,0.8,19.6
Psystigri,Psystigri-XY.png,0.3,3.5
Ptitard,Ptitard-RFVF.png,0.6,12.4
Ptéra,Ptéra-RFVF.png,1.8,59.0
Pyrobut,Pyrobut-EB.png,1.4,33.0
Pyroli,Pyroli-RFVF.png,0.9,25.0
Quartermac,Quartermac-SL.png,2.0,82.8
Qulbutoké,Qulbutoké-HGSS.png,1.3,28.5
Qwilfish,Qwilfish-HGSS.png,0.5,3.9
Racaillou,Racaillou-RFVF.png,0.4,20.0
Rafflesia,Rafflesia-RFVF.png,1.2,18.6
Raichu,Raichu-RFVF.png,0.8,30.0
Ramoloss,Ramoloss-RFVF.png,1.2,36.0
Rapasdepic,Rapasdepic-RFVF.png,1.2,38.0
Rapion,Rapion-DP.png,0.8,12.0
Rattata,Rattata-RFVF.png,0.3,3.5
Rattatac,Rattatac-RFVF.png,0.7,18.5
Reptincel,Reptincel-RFVF.png,1.1,19.0
Rhinastoc,Rhinastoc-DP.png,2.4,282.8
Rhinocorne,Rhinocorne-RFVF.png,1.0,115.0
Rhinoféros,Rhinoféros-RFVF.png,1.9,120.0
Rhinolove,Rhinolove-NB.png,0.9,10.5
Riolu,Riolu-DP.png,0.7,20.2
Rondoudou,Rondoudou-RFVF.png,0.5,5.5
Ronflex,Ronflex-RFVF.png,2.1,460.0
Rongourmand,Rongourmand-EB.png,0.3,2.5
Rongrigou,Rongrigou-EB.png,0.6,6.0
Roserade,Roserade-DP.png,0.9,14.5
Rosélia,Rosélia-RS.png,0.3,2.0
Rototaupe,Rototaupe-NB.png,0.3,8.5
Roublenard,Roublenard-EB.png,1.2,19.9
Roucarnage,Roucarnage-RFVF.png,1.5,39.5
Roucool,Roucool-RFVF.png,0.3,1.8
Roucoups,Roucoups-RFVF.png,1.1,30.0
Rozbouton,Rozbouton-DP.png,0.2,1.2
Rubombelle,Rubombelle-SL.png,0.2,0.5
Rémoraid,Rémoraid-HGSS.png,0.6,12.0
Sabelette,Sabelette-RFVF.png,0.6,12.0
Sablaireau,Sablaireau-RFVF.png,1.0,29.5
Salamèche,Salamèche-RFVF.png,0.6,8.5
Salarsen,Salarsen_(Aigüe)-EB.png,1.6,40.0
Sancoki,Sancoki_(Mer_Orient)-DP.png,0.3,6.3
Sapereau,Sapereau-XY.png,0.4,5.0
Saquedeneu,Saquedeneu-RFVF.png,1.0,35.0
SarmuraÏ,Sarmuraï-SL.png,2.0,108.0
Scalpion,Scalpion-NB.png,0.5,10.2
Scalproie,Scalproie-NB.png,1.6,70.0
Scarabrute,Scarabrute-RFVF.png,1.5,55.0
Scolocendre,Scolocendre-EB.png,3.0,120.0
Scrutella,Scrutella-NB.png,0.4,5.8
Sepiatop,Sepiatop-XY.png,0.4,3.5
Sepiatroce,Sepiatroce-XY.png,1.5,47.0
Sidérella,Sidérella-NB.png,1.5,44.0
Silvallié,Silvallié-SL.png,2.3,100.5
Simularbre,Simularbre-HGSS.png,1.2,38.0
Sinistrail,Sinistrail-SL.png,3.9,210.0
Skelénox,Skelénox-RS.png,0.8,15.0
Smogo,Smogo-RFVF.png,0.6,1.0
Smogogo,Smogogo-RFVF.png,1.2,9.5
Smogogo_de_Galar,Smogogo_de_Galar-EB.png,3.0,16.0
Solaroc,Solaroc-RS.png,1.2,154.0
Solochi,Solochi-NB.png,0.8,17.3
Sonistrelle,Sonistrelle-XY.png,0.5,8.0
Soporifik,Soporifik-RFVF.png,1.0,32.4
Sorbouboul,Sorbouboul-NB.png,1.3,57.5
Sorboul,Sorboul-NB.png,1.1,41.0
Sorbébé,Sorbébé-NB.png,0.4,5.7
Sorcilence,Sorcilence-EB.png,2.1,5.1
Sovkipou,Sovkipou-SL.png,0.5,12.0
Spectrum,Spectrum-RFVF.png,1.6,0.1
Spododo,Spododo-SL.png,0.2,1.5
Stalgamin,Stalgamin-RS.png,0.7,16.8
Stari,Stari-RFVF.png,0.8,34.5
Staross,Staross-RFVF.png,1.1,80.0
Statitik,Statitik-NB.png,0.1,0.6
Steelix,Steelix-HGSS.png,9.2,400.0
Sucreine,Sucreine-SL.png,1.2,21.4
Sucroquin,Sucroquin-XY.png,0.4,3.5
Sulfura,Sulfura-RFVF.png,2.0,60.0
Symbios,Symbios-NB.png,1.0,20.1
Séléroc,Séléroc-RS.png,1.0,168.0
Séracrawl,Séracrawl-XY.png,2.0,505.0
Tadmorv,Tadmorv-RFVF.png,0.9,30.0
Tarenbulle,Tarenbulle-SL.png,1.8,82.0
Tarsal,Tarsal-RS.png,0.4,6.6
Tartard,Tartard-RFVF.png,1.3,54.0
Taupiqueur,Taupiqueur-RFVF.png,0.2,0.8
Tauros,Tauros-RFVF.png,1.4,88.4
Tengalice,Tengalice-RS.png,1.3,59.6
Tentacool,Tentacool-RFVF.png,0.9,45.5
Tentacruel,Tentacruel-RFVF.png,1.6,55.0
Théffroi,Théffroi-EB.png,0.1,0.2
Tiboudet,Tiboudet-SL.png,1.0,110.0
Tic,Tic-NB.png,0.3,21.0
Togedemaru,Togedemaru-SL.png,0.3,3.3
Togekiss,Togekiss-DP.png,1.5,38.0
Togepi,Togepi-RFVF.png,0.3,1.5
Togetic,Togetic-HGSS.png,0.6,3.2
Torgamord,Torgamord-EB.png,1.0,115.5
Tortank,Tortank-RFVF.png,1.6,85.5
Tournicoton,Tournicoton-EB.png,0.4,2.2
Toxizap,Toxizap-EB.png,0.4,11.0
Tranchodon,Tranchodon-NB.png,1.8,105.5
Triopikeur,Triopikeur-RFVF.png,0.7,33.3
Trioxhydre,Trioxhydre-NB.png,1.8,160.0
Tritonde,Tritonde-NB.png,0.5,4.5
Tritosor,Tritosor_(Mer_Orient)-DP.png,0.9,29.9
Tritox,Tritox-SL.png,0.6,4.8
Tutafeh,Tutafeh-NB.png,0.5,1.5
Tutankafer,Tutankafer-NB.png,1.7,76.5
Tutétékri,Tutétékri-EB.png,1.6,66.6
Tygnon,Tygnon-RFVF.png,1.4,50.2
Type:0,,1.9,120.5
Tyranocif,Tyranocif-HGSS.png,2.0,202.0
Ténéfix,Ténéfix-RS.png,0.5,11.0
Téraclope,Téraclope-RS.png,1.6,30.6
Têtarte,Têtarte-RFVF.png,1.0,20.0
Vaututrice,Vaututrice-NB.png,1.2,39.5
Verpom,Verpom-EB.png,0.2,0.5
Vibraninf,Vibraninf-RS.png,1.1,15.3
Viskuse,Viskuse_(Femelle)-NB.png,1.2,33.0
Voltali,Voltali-RFVF.png,0.8,24.5
Voltorbe,Voltorbe-RFVF.png,0.5,10.4
Voltoutou,Voltoutou-EB.png,0.3,13.5
Vorastérie,Vorastérie-SL.png,0.4,8.0
Vostourno,Vostourno-NB.png,0.5,9.0
Wagomine,Wagomine-EB.png,1.1,78.0
Wailmer,Wailmer-RS.png,2.0,130.0
Wailord,Wailord-RS.png,14.5,398.0
Wattapik,Wattapik-EB.png,0.3,1.0
Wimessir,Wimessir_(Mâle)-EB.png,0.9,28.0
Xatu,Xatu-HGSS.png,1.5,15.0
Ymphect,Ymphect-HGSS.png,1.2,152.0
Zacian,Zacian_(Épée_Suprême)-EB.png,2.8,-1.0
Zamazenta,Zamazenta_(Bouclier_Suprême)-EB.png,2.9,-1.0
Zigzaton,Zigzaton-RS.png,0.4,17.5
Zigzaton_de_Galar,Zigzaton_de_Galar-EB.png,0.4,17.5
Écaïd,Écaïd-SL.png,1.2,47.0
Écrapince,Écrapince-RS.png,0.6,11.5
Ékaïser,Ékaïser-SL.png,1.6,78.2
Élecsprint,Élecsprint-RS.png,1.5,40.2
Électhor,Électhor-RFVF.png,1.6,52.6
Électrode,Électrode-RFVF.png,1.2,66.6
Élektek,Élektek-RFVF.png,1.1,30.0
Éthernatos,Éthernatos-EB.png,20.0,950.0
Évoli,Évoli-RFVF.png,0.3,6.5
